Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,Quarter,TransactionType,TradeAmount,PartyName
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ELF,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,AAON,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,BAH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,BR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PAYX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PCAR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PFGC,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MPWR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,RMD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,NTNX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,WMS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,FTNT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,DECK,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,NOW,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,EME,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CLH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,WAB,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,HEI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,INTU,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,BERY,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/10/2025,ISRG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Brad Knott,K000405,2/25/2025,1/10/2025,ORMP,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,AAPL,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,TSCO,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Brad Knott,K000405,2/25/2025,1/10/2025,CMPO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,DEO,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,TXN,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,CARR,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Tommy Tuberville,T000278,2/14/2025,1/10/2025,MSFT,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/9/2025,TCTZF,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,2/15/2025,1/9/2025,HOG,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JPM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,CAT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JPM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JPM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/8/2025,ABT,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,2/15/2025,1/8/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,PANW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/8/2025,LLY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,HD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,UPS,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,CAT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/8/2025,LNTH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JPM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/8/2025,EZU,Sale (Partial),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,SCCO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,CAT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,UPS,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/8/2025,IEFA,Sale (Partial),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,PANW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,HSY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,ASML,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/8/2025,XRAY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,IBIT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/8/2025,AMD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
William R. Keating,K000375,1/15/2025,1/7/2025,FI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
William R. Keating,K000375,1/15/2025,1/7/2025,ABNB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,VRSK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,FERG,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,GOOGL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/7/2025,F,Sale,"$100,001 - $250,000",Representatives,100001,R,2025-Q1,sale,250000,Republicans
Rick Larsen,L000560,1/14/2025,1/7/2025,BAH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,WAB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,CTAS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
William R. Keating,K000375,1/15/2025,1/7/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Marco Rubio,R000595,2/6/2025,1/7/2025,CSCO,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Marco Rubio,R000595,2/6/2025,1/7/2025,KO,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Rick Larsen,L000560,1/14/2025,1/7/2025,BR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,FTV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,UNH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,XRAY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,LNTH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,CMCSA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,GDDY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rick Larsen,L000560,1/14/2025,1/7/2025,GD,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Thomas H. Kean Jr,K000398,2/19/2025,1/7/2025,CCK,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Tim Moore,M001236,2/15/2025,1/7/2025,HOG,Sale,"$250,001 - $500,000",Representatives,250001,R,2025-Q1,sale,500000,Republicans
Emily Randall,R000621,2/11/2025,1/7/2025,GOOG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/7/2025,APG,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,XOM,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,AMGN,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,2/15/2025,1/6/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Emily Randall,R000621,2/11/2025,1/6/2025,MDT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,PEP,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,WFC,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,FTV,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,MDLZ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,PG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Sheldon Whitehouse,W000802,1/8/2025,1/6/2025,NVDA,Sale (Partial),"$15,001 - $50,000",Senate,15001,D,2025-Q1,sale,50000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,VZ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Emily Randall,R000621,2/11/2025,1/6/2025,ABT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Shelley Moore Capito,C001047,2/13/2025,1/3/2025,MSFT,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,2/15/2025,1/3/2025,F,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Tim Moore,M001236,2/15/2025,1/3/2025,HOG,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,TTD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,HD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,NFLX,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,SOFI,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,AVGO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,VRSN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,SOFI,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,PRMB,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,COST,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,ANET,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,AIT,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,COHR,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,DOV,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,CRDO,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,UBER,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,WAB,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Mark Dr Green,G000590,1/13/2025,1/2/2025,NGL,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,AIT,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,DELL,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,BLK,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,BLK,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,LRN,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,COHR,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,DELL,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,MTZ,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,MTZ,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,PRMB,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,CRDO,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,WAB,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,COST,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,GS,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,GS,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,CHDN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,CRM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,APH,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,HD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,LRN,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,IRM,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,1/31/2025,1/2/2025,IRM,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,PANW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,1/10/2025,1/2/2025,T,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
